ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_B,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
8701,AML,0,ND,58102, , ,3101,0, , , , ,XXXX,C2,26,67,E,U, , , , ,,2,F,4,0,,,,,,,,,,,,,,,3,2,35,13,66,7,14,9, , , ,5, , , , , , , , , , , , , , , , , , , , ,X,1112,284,632,99,0,0,41,59,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,51,56,46,52,56,13,32,52,16,11,17,13,12,10,16,21,12,14,39,20,15,44,28,43,51,34,16,8,2,0,50,9,16,25,99,176,19,18,0,81,81,81,0,0,0,807,816,4,4,20,80,98,2,31,15,45,38,11,66,34,4,0,4,16,42,4,11,51,36,0,0,0,0,0,9,62,98,0,11,17,40,43,10,4,2,79,0,1,0,79,0,8,22,84,97,2520,393,724,208,284,273,347,14875,30,27,16,16,7,4,0,0,0,19,23,19,20,12,7,0,0,0,44,6,58,2,58,42,17,73,18,4,4,0,0,0,3,1,8,0,15,16,0,51,62,62,62,62,62,93,81,83,0,3,25,8,6,4,26,0,0,18,0,7,1,3,2,0,0,2,2,2,5,2,8,15,0,4,0,24,20,13,5,7,14,9,2,52,16,0,138,9,7,23,25,10,16,11,1,22,2,15,7,1,2,0,14,35,2,13,21,66,0,0,1,1,17,0,0,2,0,24,1,0,0,1,1,0,1,62,97,0,0,3,86,30,9,4,20,0,0,0,51,99,0,2,0,49,1,41,3,0,4,99,0,99,99,97,7,3,4,4,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,9504,9503,,9412,9411,9411,9410,9409,,9406,L3D,A3D,A3D,A4D,A4D,A4D,A4D,A4D,A4D,A4D,A4D,A3D,A3D,A4D,A2D, ,A2D,A2D,A1C,A1C,A1C, ,L3D,31,9702,75,6,12,,,,,,,,,,9510,,9507,9506,,,9501,,,,,,9407,,,,,,,,,,6,,4,6,,,6,,,,,,5,83,19,11,2,9205,7,9005,6,9510,8701,8710,9,4.3684210526,86434,0,0,1,L,3,D,X,X,X,49,C
9101,OVS,1,IL,61010, , ,5905,0, , , , ,XXXX,R2,46,39,E,H, , , , ,,5,M,3,7,0,0,1,0,0,0,1,0,0,2,0,0,0,0,3,3,34,31,39,9,3,1, , , ,3, , , , , , , , , , , , , , , , , , , ,2,X,1284,359,534,0,0,99,49,51,99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,32,40,43,36,45,48,26,40,42,18,11,27,19,13,10,11,9,16,16,34,22,12,26,10,25,28,36,37,22,7,2,63,11,7,19,162,240,61,59,8,34,26,10,0,0,0,606,653,3,3,58,42,96,4,4,33,67,57,26,82,18,7,1,6,17,20,5,22,58,19,0,0,0,1,2,9,29,69,0,4,40,52,52,13,4,31,3,4,10,22,9,1,0,12,59,90,6880,119,610,304,322,320,350,13662,23,19,19,22,13,1,0,1,0,15,22,20,23,16,2,0,1,1,30,5,48,9,57,43,5,76,12,0,0,0,0,0,9,2,1,46,20,23,6,53,67,77,58,72,53,66,53,94,99,1,11,8,3,6,15,0,4,13,2,20,11,5,4,4,0,9,28,3,5,3,12,6,2,3,0,6,8,6,4,9,3,1,5,75,6,0,120,8,9,46,18,8,9,3,1,23,4,18,3,1,3,0,16,34,1,31,15,39,6,1,5,0,16,0,0,8,0,1,1,0,0,1,4,0,1,72,98,0,0,2,94,54,13,4,27,2,6,16,32,47,53,0,0,63,1,33,2,0,0,81,19,78,99,97,6,2,3,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9412,9411,9411,9410,9409,9407,9406,L2F,S2F,S2F,S2F,S3G,S2G,S2G,S2G,S2G,S2G,S2G,S2G,A1G,S2G,A1F,A1F,A1F,S2F,S2F,S2F,S2F,S3F,S2F,24,9702,65,6,15,,,,,,,,,9510,,,,,9504,,9501,,,,,,,,,,,,,,,10,,,,,20,,25,,,,,,,190,13,5,5,9107,25,9501,10,9510,9104,9107,3,14.615384615,95252,0,0,1,L,2,F,X,X,X,44,D
9201,WFD,1,IN,47714, , ,4812,0, , , , ,XXXX,C2,27,49,E,H, , , , ,,5,M,8,6,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,18,0,22,4,3,2, , , ,8, , ,Y, , , ,Y,Y,Y,Y, , , ,Y, , , , , ,2, ,607,161,262,99,0,0,49,51,94,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40,44,36,45,48,23,37,39,24,14,22,22,13,11,10,8,12,18,32,20,18,24,10,23,35,32,33,22,10,2,58,8,7,27,146,232,70,69,7,30,23,20,0,0,0,703,794,2,2,65,35,93,7,0,30,61,53,24,80,20,6,2,4,17,24,3,17,59,18,1,4,0,0,6,31,47,70,0,16,52,62,56,12,4,13,17,0,8,6,20,0,0,8,18,89,2440,207,649,319,477,473,557,22503,30,16,4,14,15,8,3,5,5,17,12,11,20,13,11,5,4,7,23,0,51,11,36,64,9,91,6,0,0,0,0,0,3,0,4,5,12,15,2,35,67,74,60,74,60,58,33,71,99,5,21,11,5,8,23,0,0,16,0,7,1,6,3,0,0,2,13,11,0,7,15,3,7,5,0,19,10,9,0,4,3,2,6,72,13,0,140,5,7,26,19,9,14,21,11,16,2,13,11,0,0,0,9,18,0,0,33,22,33,0,1,0,22,0,0,10,0,0,1,0,0,0,0,0,2,59,92,4,0,4,96,61,25,4,51,0,0,0,0,0,99,0,0,73,0,27,0,0,0,99,0,99,99,97,7,3,8,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,9506,,9503,9502,9501,9411,,9410,9409,,9406,L2F,A2F,A2F,A2F,A2F,A1E,A1E,A2E,A2E,A2E,A2E,A2E,A2E, ,A2E,A2E,A2E,A2E, ,A2E,A2E, ,A1E,17,9702,45,6,13,,,,,,,9512,,,,,,,9504,,,,,,9409,,,,,,,,,15,,,,,,,14,,,,,,13,,,69,6,3,5,9209,15,9512,15,9512,9209,9309,12,11.5,64098,0,0,1,L,2,F,X,X,X,32,B
9101,PCL,1,AZ,85715, , ,3601,0, , , , ,XXXX,S1,12,62,E,H, , , , ,,7,M,9,24,1,1,3,1,3,0,2,0,0,1,0,1,0,0,3,2,43,38,19,8,3,8, , , ,,03, ,Y, , , , , , , , , , , , , , , , ,1,X,880,252,295,99,0,0,50,50,95,1,1,2,11,0,0,0,1,0,0,0,7,0,1,2,35,44,46,35,44,48,25,30,41,29,13,18,20,25,12,8,4,11,13,31,21,24,20,3,15,11,36,53,35,15,4,65,8,5,23,218,298,98,89,0,1,1,1,0,0,0,897,955,7,7,90,10,98,2,0,39,85,76,34,91,9,4,1,4,9,11,4,18,64,13,1,1,0,1,4,22,89,99,0,0,80,64,66,15,4,1,0,0,9,0,1,0,83,90,99,99,8520,277,789,517,538,485,477,15117,6,2,20,20,46,6,0,0,0,9,2,12,22,52,3,0,0,0,22,6,42,9,48,52,21,72,20,0,0,0,0,2,3,3,0,3,25,27,7,66,69,77,63,72,60,73,53,55,0,17,12,20,5,14,14,0,5,17,1,8,1,1,0,2,0,0,19,2,5,2,24,1,3,7,4,3,2,11,14,8,3,8,6,70,4,0,140,3,4,25,24,18,18,8,5,27,1,18,14,1,2,0,23,43,5,38,25,19,25,2,9,0,14,0,0,3,3,1,0,0,1,2,1,0,4,28,89,9,0,2,99,78,36,5,14,0,19,24,96,99,0,0,0,79,0,21,0,0,0,95,5,95,99,99,8,3,6,4,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,9411,9410,9409,9407,9406,L4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,A3D,A3D,A4D,A4D,A4D,A4D,A4D,A4D,23,9702,54,6,13,,,,,,,,,9511,,9511,9511,9508,9508,,9508,9412,,,9411,9411,9411,,,,,,,,,7,,7,7,7,7,,7,8,,,8,6,6,134.5,20,12,3.5,9106,9,9312,7,9511,9106,9208,14,6.725,138246,0,0,1,L,4,D,X,X,X,4,B
9001,AML,1,MI,49068, , ,2607,0, , , , ,XXXX,R2,44,71,E,H, , , , ,,2,M,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,31,24,6,2,2, , , ,6, , , , , , , , ,Y, , , , , , , , , , ,2, ,1228,366,460,0,0,99,50,50,99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,36,43,46,36,45,48,24,33,45,22,12,17,22,19,16,8,5,13,14,38,22,13,20,7,18,17,39,43,28,10,2,67,9,5,19,183,267,88,87,2,4,1,0,0,0,0,641,660,3,2,88,12,96,4,6,35,80,69,28,89,11,6,2,5,11,13,3,20,63,16,0,0,0,0,0,12,31,73,0,1,63,59,61,14,4,4,0,7,7,2,0,2,2,7,31,73,3720,59,563,378,424,435,479,15388,9,13,22,22,22,8,4,0,0,6,9,22,22,27,10,4,0,0,24,4,60,4,43,57,10,88,5,0,0,0,0,0,6,1,0,5,15,17,2,48,70,74,67,72,66,78,70,92,0,1,12,16,2,11,13,1,2,11,4,9,9,5,3,3,1,5,28,3,0,2,13,11,1,3,2,13,8,4,4,6,2,2,11,71,8,0,120,7,12,37,15,11,12,7,2,29,3,21,8,0,0,0,17,32,0,31,30,24,14,0,4,2,27,0,0,5,0,1,1,0,0,1,1,0,1,72,98,1,0,0,99,76,26,8,28,0,2,2,31,57,43,0,0,63,3,7,24,0,3,9,91,0,99,96,7,3,11,8,9706,9606,9604,9604,9603,9602,9601,9511,,9510,9508,,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L2F,A2F,A2F,A2F,A2F,A1E,A1E,L2E, ,L2E,L2E, ,L2E, ,A1E,A1E,A1E,A2E,A2E,A2E,A2E,A2E,A1E,21,9702,54,6,13,,,,,,,9512,,,9509,,,,,,,,,,,,,,,,,,,15,,,13,,,,,,,,,,,,,79,7,5,5,9009,15,9512,15,9512,9009,9110,13,11.285714286,72109,0,0,1,L,2,F,X,X,X,41,C
9401,STV,0,CA,93535, , ,0,0, , , , ,XXXX,C3,30,, ,H, , , , ,1,2,F,,0,,,,,,,,,,,,,,,2,0,39,25,25,6,1,5, , , ,, , , , , , , , , , , , , , , , , , , , , ,2721,624,793,99,0,0,51,49,68,10,1,3,27,0,0,0,2,0,0,0,23,1,0,2,24,33,38,27,38,43,37,46,36,18,20,32,18,10,10,7,3,19,19,31,18,13,14,4,11,15,25,60,42,24,13,50,14,4,31,255,332,55,54,3,38,35,13,1,0,1,1040,1032,5,5,50,50,95,5,3,55,79,51,32,84,16,23,6,17,15,11,7,21,40,7,4,6,0,0,1,58,92,99,0,7,44,53,50,17,6,30,7,6,13,23,13,1,49,81,88,90,4480,13,803,252,230,263,268,8759,37,13,15,26,8,1,0,0,0,37,15,11,25,10,1,0,0,0,20,23,19,37,68,32,22,53,28,2,2,0,0,1,14,2,2,11,18,25,7,55,62,78,48,69,36,34,24,50,99,26,8,11,4,12,8,0,1,13,5,24,6,2,4,4,0,18,17,6,2,5,18,1,6,4,5,5,5,3,3,6,1,5,8,77,4,0,120,18,15,35,20,7,2,4,2,26,2,21,4,0,0,0,21,39,5,25,10,25,38,1,3,2,7,0,0,3,2,0,0,0,0,0,0,0,15,44,73,23,3,1,90,46,19,4,27,2,2,2,4,28,72,0,0,87,1,12,0,0,0,96,4,99,99,92,6,3,4,4,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,9504,9503,9502,9501,9411,9411,9410,9409,,9406,L3E,A2E,A2E,A2E,A2E,A3F,A3F,A3F,A2F,A2F,A2F,A3F,A3F,A3F,N4F,N3D,N3D,N3D,N2D,N2D,N2D, ,F1D,15,9702,37,6,14,,,,,,,,,,,,9507,9603,9504,,,9412,,,,,9407,,,,,,,,,,,,14,14,10,,,21,,,,,9,80,7,4,5,9402,21,9412,14,9603,9402,9405,3,11.428571429,160735,0,0,0,L,3,E,X,X,X,34,A
8801,ALZ,0,CO,80465, , ,2711,0, , , , ,XXXX,T1,35,70,I, , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,33,45,25,10,1,10, , , ,8,03, , , , , , , , , , , , , , , , , , , ,X,946,281,349,0,0,99,52,48,97,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,37,42,43,35,43,45,25,36,39,26,8,17,33,21,14,5,2,12,17,31,21,19,10,2,8,13,38,49,28,6,1,70,9,2,20,197,271,98,98,1,1,0,0,0,0,0,1274,1316,6,4,90,10,91,9,36,39,81,75,35,88,12,4,2,2,13,9,6,19,69,9,0,0,0,7,26,73,90,99,1,2,74,71,67,15,4,1,0,0,9,1,0,0,53,59,78,81,2080,241,751,520,541,548,575,21997,11,5,18,11,36,10,4,6,0,11,4,11,14,38,13,5,5,0,13,4,55,6,45,55,21,78,14,2,2,0,0,0,2,3,2,50,34,39,9,85,76,85,66,81,66,55,40,54,99,6,22,15,11,7,14,1,2,7,1,12,2,1,5,1,0,8,11,7,4,2,9,8,5,1,3,9,10,10,12,10,1,10,10,54,13,1,140,0,3,21,26,14,12,24,3,24,4,16,7,0,0,0,17,33,1,45,22,25,8,0,11,1,16,0,0,3,1,2,2,0,0,1,1,0,2,32,97,1,0,2,99,89,50,8,19,3,9,15,61,81,19,0,0,16,33,34,0,0,16,20,79,2,98,99,10,3,8,7,9706,9606,9604,9604,9603,9602,9601,9511,,9510,9508,9507,9506,9504,9503,9502,9501,9411,,9410,9409,9407,9406,L4E,S4E,S4E,S4E,S4E,S4E,S4E,S4E, ,S4E,S4E,S4E,S4E,S4D,S4D,S4E,S4E,S4E, ,S2E,S2E,S2E,S2E,27,9702,66,6,13,,,,,,,9512,,,9509,,9507,,9504,,,,,9411,9410,9408,9407,,,,,,,7,,,6,,7,,12,,,,,5,8,5,5,108,18,10,3,9505,12,9504,7,9512,8810,8811,1,6,130884,1,7,0,L,4,E,X,X,X,15,B
8601,FRC,0,CA,95409, , ,1106,0, , , , ,XXXX,C2,26,87,E,U, , , , ,,1,F,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,31,19,27,6,2,1, , , ,2, , , , , , , , , , , , , , , , , , , , ,X,1563,381,731,99,0,0,43,57,92,2,1,4,7,0,0,0,1,0,1,0,5,0,0,2,35,43,48,40,49,52,23,41,43,16,12,20,19,10,9,14,16,16,18,38,18,10,39,26,38,41,30,29,14,5,2,42,23,13,22,131,209,30,19,7,32,25,20,2,1,2,1943,1992,6,6,55,45,95,5,0,27,52,36,15,69,31,12,1,10,14,39,7,17,48,27,1,1,0,48,60,94,99,99,7,7,20,43,45,12,4,16,16,30,8,10,20,2,76,81,83,86,7500,65,807,247,273,288,324,13309,29,22,17,17,11,3,0,0,0,17,24,18,23,16,2,0,0,0,37,9,37,15,72,28,12,83,7,2,2,0,0,0,5,4,0,9,17,22,5,58,61,66,57,62,54,79,27,72,99,9,15,14,9,16,21,1,0,7,0,4,4,2,5,1,2,4,18,4,2,8,15,8,4,4,0,14,4,10,2,6,2,1,5,80,4,1,124,6,19,23,27,9,9,6,2,20,2,15,5,0,0,0,15,31,2,19,33,27,23,1,4,0,5,0,0,5,5,2,1,1,0,2,0,0,10,54,81,12,1,6,91,41,10,3,16,2,3,18,48,81,19,8,8,75,2,21,2,0,0,77,21,96,99,99,11,2,4,5,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,9411,9410,9409,9407,9406,L4D,S4D,S4D,S4D,S4D,S3D,S3D,S4D,S4D,S4D,S4D,S4D,S3D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4C,28,9702,72,6,13,,,,,,,,,,9511,,,9506,9505,,9502,,,,,9409,9407,,,,,,,,,,4,,,4,3,,8,,,,,3,2,72,24,13,1,9206,8,9502,5,9601,8612,8707,7,3,169909,0,0,1,L,4,D,X,X,X,32,A
9601,AGR,0,IN,47905, , ,0,0, , , , ,XXXX,C2,27,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,37,20,48,8,11,1, , , ,, , , , , , , , , , , , , , , , , , , , , ,1184,352,410,0,0,99,52,48,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,45,35,45,48,28,29,46,26,11,16,27,17,12,11,6,11,13,32,27,17,24,7,22,12,37,51,30,12,4,71,6,5,18,207,287,93,93,0,0,0,0,0,0,0,766,832,3,1,87,13,96,4,11,44,86,77,38,93,7,6,1,4,8,10,2,22,62,16,0,0,0,2,6,19,52,87,0,0,73,63,65,15,4,0,0,7,12,0,0,1,3,6,29,59,3920,85,582,400,406,443,459,14925,4,21,14,29,23,4,3,2,0,3,17,17,30,24,5,4,2,0,25,3,52,1,30,70,1,90,5,1,1,0,0,0,3,1,1,8,21,22,2,73,70,77,63,75,60,81,68,99,99,0,12,10,6,9,11,0,2,15,4,12,7,6,5,4,0,4,27,2,2,4,15,3,6,0,1,14,15,4,1,5,5,1,4,75,10,0,120,6,9,56,10,8,7,4,2,28,1,25,4,0,1,0,11,20,2,34,13,23,16,1,9,0,17,0,0,4,0,0,1,0,0,1,0,0,1,81,98,2,0,0,99,84,34,11,27,0,6,22,48,61,39,0,0,0,39,17,36,0,8,0,99,2,99,98,7,2,2,2,9706,9606,9604,,9603,9602,9512,,,9509,9508,,,,,,,,,,,,,L2F,F1E,F1E, ,F1E,F1E,F1E, , ,P1A,P1E, , , , , , , , , , , , ,7,9702,18,5,13,,,,,,,,,,9510,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,25,2,1,10,9510,15,9603,15,9603,9510,9603,5,12.5,64348,0,0,0,L,2,F,X,X,X,41,C
8601,LKE,0,WI,53151, , ,2512,0, , , , ,XXXX,S1,12,72,E,U, , , , ,,1,F,9,19,1,1,1,0,3,0,1,0,0,2,1,0,0,1,3,0,35,18,39,7,2,0, , , ,9, , , , , , , , , , , , , , , , , , , , ,X,1663,498,617,99,0,0,51,49,98,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,39,46,47,39,47,50,23,34,39,27,8,15,23,20,18,11,5,14,14,30,24,18,22,7,20,17,38,46,28,10,2,71,5,5,19,188,269,80,80,0,20,20,20,0,0,0,1039,1158,6,6,80,20,98,2,20,34,81,77,33,91,9,1,0,1,8,13,2,17,62,18,0,0,0,7,13,54,93,99,0,1,68,65,63,14,4,0,20,0,0,0,20,0,98,98,99,99,5080,111,617,577,606,578,622,22052,9,2,6,23,38,18,3,0,1,3,2,7,18,45,20,4,0,1,29,0,73,2,33,67,2,91,6,1,1,0,0,0,2,0,0,51,19,19,1,67,70,81,60,80,60,83,75,99,0,0,17,18,2,13,17,0,0,11,1,13,5,3,2,1,0,5,19,1,7,11,19,6,2,5,0,6,12,5,3,7,2,0,3,78,8,1,122,4,7,39,14,7,20,9,6,14,1,13,7,0,0,0,17,35,0,18,18,39,0,0,0,0,32,0,0,0,3,2,4,0,0,0,1,1,4,80,96,0,1,3,97,80,22,12,25,3,15,15,40,58,42,0,0,66,0,3,30,0,0,83,17,99,99,99,9,4,13,7,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,,,9411,,,,9407,,L2E,S2E,S2E,S2E,A1D,A2E,A2E,A1E,S2E,S2E,S2E,S2E,S2E,S3E,S3E, , ,S2D, , , ,S2D, ,23,9702,54,4,9,,,,,,9602,,,,9510,,,,,,,,,,,9407,,,,,,,12,,,,9,,,,,,,,,,,4,,117,17,12,3,9308,12,8803,12,9602,8611,8712,13,6.8823529412,78006,0,0,1,L,2,E,X,X,X,4,B
9401,TX2,1,CA,92336, , ,2601,0, , , , ,XXXX,S2,18,72,E,H, , , , ,2,5,M,,0,,,,,,,,,,,,,,,2,1,15,34,14,4,2,3, , , ,, , , ,Y, , , , , , , , , , , , , , , ,1, ,5563,1347,1555,99,0,0,50,50,69,8,1,6,38,0,1,1,2,0,0,0,32,1,1,5,25,33,34,25,36,38,39,50,36,14,12,44,25,9,4,3,2,21,21,33,16,9,9,2,6,10,19,70,51,26,11,67,9,3,21,304,353,90,90,0,1,0,0,0,0,0,1410,1436,7,6,88,12,88,12,0,66,87,72,56,93,7,10,2,8,10,7,3,25,42,3,2,5,1,3,35,94,98,99,1,2,70,57,59,20,5,1,0,9,10,1,0,1,69,80,89,95,6780,13,803,418,414,427,430,12012,10,9,21,30,25,5,1,0,0,8,11,21,30,24,6,1,0,0,7,4,11,4,68,32,6,75,20,0,0,0,0,0,2,2,0,41,31,39,24,55,74,88,61,81,54,61,45,68,99,5,6,13,5,8,18,1,2,10,1,17,6,10,5,2,0,11,22,5,2,4,22,5,3,2,2,6,5,4,4,4,2,3,3,82,5,0,120,9,15,39,19,7,9,2,4,31,2,27,5,0,1,0,8,15,2,34,11,14,18,1,4,1,7,0,1,2,2,1,1,0,0,0,1,0,17,63,71,24,4,2,98,76,28,3,6,12,51,76,94,96,4,4,0,94,0,5,0,1,0,99,0,89,99,96,10,2,4,1,9706,9606,9604,9604,9603,9602,9601,9511,9511,9510,9509,9507,9506,,9503,9502,9501,9411,,,,,9406,L1G,A1G,A1G,A1G,L1F,L1F,L1F,N1F,N1F,N1F,N1F,N1F,N1F, ,F1F,F1F,F1F,F1F, , , , ,P1A,12,9702,29,6,13,,,,,,,,,9512,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,45,2,0,20,9408,25,9512,25,9512,9408,9512,16,22.5,154858,0,0,0,L,1,G,X,X,X,20,A
